Project,Package,Class,Method,Smell,Description,File
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.WeblogEntry.addTag; org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogEntry; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.WeblogEntry.setTagsAsString; org.apache.roller.weblogger.pojos.TagStat.getCount; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntryByAnchor; org.apache.roller.weblogger.pojos.Weblog.getId; org.apache.roller.weblogger.pojos.TagStat.getName; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager; org.apache.roller.weblogger.business.WeblogEntryManager.getTags,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregates,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregatesCaseSensitivity,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregatesCaseSensitivity,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.WeblogEntry.addTag; org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogEntry; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.TagStat.getCount; org.apache.roller.weblogger.pojos.Weblog.getId; org.apache.roller.weblogger.pojos.TagStat.getName; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager; org.apache.roller.weblogger.business.WeblogEntryManager.getTags,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testTagAggregatesCaseSensitivity,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testEntryAttributeCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testEntryAttributeCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.WeblogEntry.findEntryAttribute; org.apache.roller.weblogger.pojos.WeblogEntry.setTitle; org.apache.roller.weblogger.pojos.WeblogEntry.getId; org.apache.roller.weblogger.business.WeblogEntryManager.saveWeblogEntry; org.apache.roller.weblogger.pojos.WeblogEntry.getTitle; org.apache.roller.weblogger.pojos.WeblogEntry.setText; org.apache.roller.weblogger.pojos.User.getUserName; org.apache.roller.weblogger.pojos.WeblogEntry.setWebsite; org.apache.roller.weblogger.pojos.WeblogEntry.setPubTime; org.apache.roller.weblogger.pojos.WeblogEntry.setUpdateTime; org.apache.roller.weblogger.pojos.WeblogEntry.setLink; org.apache.roller.weblogger.pojos.Weblog.getWeblogCategory; org.apache.roller.weblogger.pojos.WeblogEntry.setCategory; org.apache.roller.weblogger.pojos.WeblogEntry.getEntryAttributes; org.apache.roller.weblogger.pojos.WeblogEntry.setCreatorUserName; org.apache.roller.weblogger.pojos.WeblogEntry.putEntryAttribute; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.WeblogEntry.setAnchor; org.apache.roller.weblogger.business.WeblogEntryManager.getWeblogEntry; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager; org.apache.roller.weblogger.business.WeblogEntryManager.removeWeblogEntry,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogEntryTest,testWeblogStats,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.UserManager.getUserCount; org.apache.roller.weblogger.pojos.WeblogEntry.getId; org.apache.roller.weblogger.pojos.Weblog.getEntryCount; org.apache.roller.weblogger.business.WeblogManager.getWeblog; org.apache.roller.weblogger.pojos.User.getUserName; org.apache.roller.weblogger.business.Weblogger.getUserManager; org.apache.roller.weblogger.pojos.WeblogEntryComment.getId; org.apache.roller.weblogger.business.Weblogger.getWeblogManager; org.apache.roller.weblogger.pojos.Weblog.getCommentCount; org.apache.roller.weblogger.business.WeblogEntryManager.getEntryCount; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.Weblog.setVisible; org.apache.roller.weblogger.business.WeblogManager.getWeblogCount; org.apache.roller.weblogger.pojos.Weblog.getId; org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.WeblogEntryManager.getCommentCount; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogEntryTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogPageTest,testTemplateCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogPageTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogPageTest,testTemplateCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.WeblogManager.saveTemplate; org.apache.roller.weblogger.business.Weblogger.getWeblogManager; org.apache.roller.weblogger.pojos.WeblogTemplate.getName; org.apache.roller.weblogger.business.WeblogManager.removeTemplate; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.WeblogManager.getTemplateByName; org.apache.roller.weblogger.pojos.WeblogTemplate.setName,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogPageTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogPageTest,testPermissionsLookups,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogPageTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogPageTest,testPermissionsLookups,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.WeblogManager.saveTemplate; org.apache.roller.weblogger.business.WeblogManager.getTemplate; org.apache.roller.weblogger.pojos.WeblogTemplate.getAction; org.apache.roller.weblogger.business.WeblogManager.getTemplateByLink; org.apache.roller.weblogger.business.WeblogManager.getTemplateByAction; org.apache.roller.weblogger.business.Weblogger.getWeblogManager; org.apache.roller.weblogger.pojos.WeblogTemplate.getName; org.apache.roller.weblogger.pojos.WeblogTemplate.getLink; org.apache.roller.weblogger.business.WeblogManager.removeTemplate; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.WeblogManager.getTemplateByName; org.apache.roller.weblogger.business.WeblogManager.getTemplates; org.apache.roller.weblogger.pojos.WeblogTemplate.getId,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogPageTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogStatsTest,testGetMostCommentedWeblogs,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogStatsTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogStatsTest,testGetMostCommentedWeblogs,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.StatCount.getWeblogHandle; org.apache.roller.weblogger.business.Weblogger.getWeblogManager; org.apache.roller.weblogger.pojos.StatCount.getCount; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.Weblog.getHandle; org.apache.roller.weblogger.business.WeblogManager.getMostCommentedWeblogs; org.apache.roller.weblogger.pojos.Weblog.getId; org.apache.roller.weblogger.pojos.StatCount.getSubjectId; org.apache.roller.weblogger.pojos.StatCount.getSubjectNameShort,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogStatsTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogStatsTest,testGetMostCommentedWeblogEntries,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogStatsTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogStatsTest,testGetMostCommentedWeblogEntries,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.StatCount.getWeblogHandle; org.apache.roller.weblogger.business.WeblogEntryManager.getMostCommentedWeblogEntries; org.apache.roller.weblogger.pojos.StatCount.getCount; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.Weblog.getHandle; org.apache.roller.weblogger.pojos.WeblogEntry.getAnchor; org.apache.roller.weblogger.pojos.WeblogEntry.getWebsite; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager; org.apache.roller.weblogger.pojos.StatCount.getSubjectNameShort,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogStatsTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogStatsTest,testGetUserNameLetterMap,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogStatsTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogStatsTest,testGetUserNameLetterMap,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.Weblogger.getUserManager; org.apache.roller.weblogger.business.UserManager.getUserNameLetterMap,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogStatsTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogStatsTest,testGetWeblogLetterMap,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogStatsTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogStatsTest,testGetWeblogLetterMap,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.WeblogManager.getWeblogHandleLetterMap; org.apache.roller.weblogger.business.Weblogger.getWeblogManager; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogStatsTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogTest,testWeblogCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogTest,testWeblogCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.pojos.Weblog.setName; org.apache.roller.weblogger.pojos.Weblog.setHandle; org.apache.roller.weblogger.pojos.Weblog.setEditorTheme; org.apache.roller.weblogger.pojos.Weblog.setDateCreated; org.apache.roller.weblogger.pojos.Weblog.setTagline; org.apache.roller.weblogger.pojos.Weblog.setLocale; org.apache.roller.weblogger.pojos.Weblog.setEditorPage; org.apache.roller.weblogger.pojos.Weblog.getHandle; org.apache.roller.weblogger.business.WeblogManager.getWeblog; org.apache.roller.weblogger.pojos.User.getUserName; org.apache.roller.weblogger.pojos.Weblog.getName; org.apache.roller.weblogger.pojos.Weblog.setEmailAddress; org.apache.roller.weblogger.business.Weblogger.getWeblogManager; org.apache.roller.weblogger.pojos.Weblog.setCreatorUserName; org.apache.roller.weblogger.business.WeblogManager.removeWeblog; org.apache.roller.weblogger.pojos.Weblog.setBannedwordslist; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.WeblogManager.getWeblogByHandle; org.apache.roller.weblogger.pojos.Weblog.getId; org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.business.WeblogManager.addWeblog; org.apache.roller.weblogger.pojos.Weblog.setTimeZone,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogTest,testWeblogCRUD,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation),C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogTest,testWeblogLookups,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogTest.java
project-1-team-45-master,org.apache.roller.weblogger.business,WeblogTest,testWeblogLookups,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.Weblogger.getWeblogManager; org.apache.roller.weblogger.business.WeblogManager.getWeblogByHandle; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.Weblog.getHandle; org.apache.roller.weblogger.business.WeblogManager.getWeblogByHandle; org.apache.roller.weblogger.business.WeblogManager.getWeblog; org.apache.roller.weblogger.pojos.Weblog.setVisible; org.apache.roller.weblogger.business.WeblogManager.getUserWeblogs; org.apache.roller.weblogger.pojos.Weblog.getId; org.apache.roller.weblogger.business.WeblogManager.saveWeblog; org.apache.roller.weblogger.pojos.Weblog.setActive,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\WeblogTest.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerTest,testCRUD,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\jpa\JPAOAuthManagerTest.java
project-1-team-45-master,org.apache.roller.weblogger.business.jpa,JPAOAuthManagerTest,testCRUD,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl.removeConsumer; org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl.getConsumerByKey; org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl.removeAccessor; org.apache.roller.weblogger.business.Weblogger.getOAuthManager; org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl.addConsumer; org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl.addAccessor; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.business.jpa.JPAOAuthManagerImpl.getAccessorByKey,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\jpa\JPAOAuthManagerTest.java
project-1-team-45-master,org.apache.roller.weblogger.business.plugins.entry,EncodePreTagsPluginTest,passthrough,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\plugins\entry\EncodePreTagsPluginTest.java
project-1-team-45-master,org.apache.roller.weblogger.business.search,IndexManagerTest,testBasicOperation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\search\IndexManagerTest.java
project-1-team-45-master,org.apache.roller.weblogger.business.search,IndexManagerTest,testBasicOperation,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.search.IndexManager.removeEntryIndexOperation; org.apache.roller.weblogger.business.Weblogger.getIndexManager; org.apache.roller.weblogger.business.search.IndexManager.search; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger; org.apache.roller.weblogger.pojos.Weblog.getHandle; org.apache.roller.weblogger.business.Weblogger.getUrlStrategy; org.apache.roller.weblogger.business.search.SearchResultList.getResults; org.apache.roller.weblogger.pojos.Weblog.getLocale; org.apache.roller.weblogger.business.Weblogger.getWeblogEntryManager; org.apache.roller.weblogger.business.search.IndexManager.removeWeblogIndex,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\business\search\IndexManagerTest.java
project-1-team-45-master,org.apache.roller.weblogger.planet.business,WebloggerRomeFeedFetcherTest,testFetchSubscription,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\planet\business\WebloggerRomeFeedFetcherTest.java
project-1-team-45-master,org.apache.roller.weblogger.planet.business,WebloggerRomeFeedFetcherTest,testFetchSubscription,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.planet.pojos.Subscription.getFeedURL; org.apache.roller.planet.business.fetcher.FeedFetcher.fetchSubscription; org.apache.roller.planet.business.fetcher.FeedFetcher.fetchSubscription; org.apache.roller.planet.pojos.Subscription.getLastUpdated; org.apache.roller.weblogger.business.Weblogger.getFeedFetcher; org.apache.roller.weblogger.business.WebloggerFactory.getWeblogger,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\planet\business\WebloggerRomeFeedFetcherTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerLoginSessionManagerTest,testRegisterSession,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerLoginSessionManagerTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerLoginSessionManagerTest,testInvalidateSession,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerLoginSessionManagerTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerLoginSessionManagerTest,testCacheHandlerInvalidation,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerLoginSessionManagerTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerLoginSessionManagerTest,testNullInputHandling,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerLoginSessionManagerTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerSessionTest,testGetRollerSessionExistingValidSession,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerSessionTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerSessionTest,testGetRollerSessionInvalidatedSession,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerSessionTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerSessionTest,testGetRollerSessionInvalidatedSession,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.UserManager.getUserByUserName; org.apache.roller.weblogger.ui.core.RollerSession.getRollerSession; org.apache.roller.weblogger.ui.core.RollerLoginSessionManager.invalidate; org.apache.roller.weblogger.pojos.User.getUserName; org.apache.roller.weblogger.ui.core.RollerSession.setAuthenticatedUser,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerSessionTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerSessionTest,testSetAuthenticatedUser,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerSessionTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerSessionTest,testSetAuthenticatedUser,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.ui.core.RollerLoginSessionManager.get; org.apache.roller.weblogger.pojos.User.getUserName; org.apache.roller.weblogger.ui.core.RollerSession.setAuthenticatedUser,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerSessionTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerSessionTest,testGetAuthenticatedUser,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerSessionTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerSessionTest,testGetAuthenticatedUser,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.UserManager.getUserByUserName; org.apache.roller.weblogger.ui.core.RollerSession.getAuthenticatedUser; org.apache.roller.weblogger.pojos.User.getUserName; org.apache.roller.weblogger.ui.core.RollerSession.setAuthenticatedUser,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerSessionTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerSessionTest,testConcurrentSessionHandling,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerSessionTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerSessionTest,testConcurrentSessionHandling,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.ui.core.RollerLoginSessionManager.get; org.apache.roller.weblogger.pojos.User.getUserName; org.apache.roller.weblogger.ui.core.RollerSession.setAuthenticatedUser,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerSessionTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerSessionTest,testSessionTimeoutBehavior,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerSessionTest.java
project-1-team-45-master,org.apache.roller.weblogger.ui.core,RollerSessionTest,testSessionTimeoutBehavior,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.roller.weblogger.business.UserManager.getUserByUserName; org.apache.roller.weblogger.ui.core.RollerSession.getAuthenticatedUser; org.apache.roller.weblogger.ui.core.RollerLoginSessionManager.get; org.apache.roller.weblogger.ui.core.RollerLoginSessionManager.invalidate; org.apache.roller.weblogger.pojos.User.getUserName; org.apache.roller.weblogger.ui.core.RollerSession.setAuthenticatedUser,C:\Users\Abhishek\IIITH\IITH\SEV-2\ASSIGNMENT-1\project-1-team-45-master\app\src\test\java\org\apache\roller\weblogger\ui\core\RollerSessionTest.java
